source,target,spearman,pval,weight
BMY,VTRS,0.8947602550435036,5.346248455008485e-126,2.4467491233778618
BR,BR,1.0,0.0,2.718281828459045
BRO,BRO,1.0,0.0,2.718281828459045
BSX,BSX,1.0,0.0,2.718281828459045
BSX,CDAY,0.9192092013871456,2.3944204550514622e-145,2.507306830977894
BSX,CTXS,0.929445358653722,2.3404246788738133e-155,2.5331038238051193
BSX,DIS,0.9233405890733212,3.2180698100750626e-149,2.5176869148559673
BSX,DISH,0.9350822103825724,1.5498277096917556e-161,2.547422873739829
BSX,FLT,0.9436343397083912,4.6402327349330615e-172,2.56930218761222
BSX,GPN,0.940493953649259,5.145251992973356e-168,2.561246242849517
BSX,HAL,0.935161049275872,1.25883198371153e-161,2.5476237176570122
BSX,HII,0.9060251035603032,2.989436020104863e-134,2.4744672085156854
BSX,HUM,0.9436816060325924,4.016981036444187e-172,2.569423631952482
BSX,ILMN,0.8979872926337156,2.905960616319492e-128,2.4546576284312525
BSX,JKHY,0.9015512155675198,7.451007034883923e-131,2.4634214465578923
BSX,KMI,0.9096594054979577,3.876834198335848e-137,2.4834765308687268
BSX,MDT,0.955588305737944,6.454754939876942e-190,2.600199845527356
BSX,MGM,0.9011976328615686,1.3604317542102393e-130,2.4625505773081464
BSX,MTCH,0.9402796730208092,9.535146060255536e-168,2.5606974761921166
BSX,PAYC,0.9227791618375168,1.1125895405337176e-148,2.5162738135646325
BSX,PENN,0.9277587585169138,1.3146352998237464e-153,2.528835091383593
BSX,PTC,0.9070156628048712,5.0175644527632496e-135,2.4769195292684376
BSX,PYPL,0.9170637857989192,2.0365647514285282e-143,2.5019333820199052
BSX,SLB,0.909902540517946,2.4602978659970467e-137,2.484080424395558
BSX,SYK,0.9103324759061658,1.0974686759123797e-137,2.48514864809432
BSX,TFX,0.956478070514653,1.9442693464016517e-191,2.6025144413325183
BSX,TWTR,0.9303448794518206,2.6203944587341196e-156,2.535383428500583
BSX,XRAY,0.892562572022519,1.6928469376574203e-124,2.441377848714223
BSX,ZBH,0.9394862138040692,9.1799515968243e-167,2.5586664730439885
BWA,BWA,1.0,0.0,2.718281828459045
BXP,BXP,1.0,0.0,2.718281828459045
C,C,1.0,0.0,2.718281828459045
C,HIG,0.8979184704568234,3.2537021120671483e-128,2.4544886993628388
C,LYB,0.904924799280438,2.120948783815242e-133,2.4717460389875447
C,T,0.9037721500263188,1.610229003949627e-132,2.4688986241099076
C,VZ,0.896333382006864,4.298876852066289e-127,2.4506011995044323
CAG,AIG,0.8924811147948277,1.9213565699065487e-124,2.4411789889423128
CAG,CAG,1.0,0.0,2.718281828459045
CAG,DISH,0.8949424490505049,4.0008982851402886e-126,2.447194947016741
CAG,WMT,0.9008027244030752,2.657852786568091e-130,2.461578287251119
